County & State,County,State,latitude,longitude
Tooele CountyUT,Tooele County,UT,40.507092,-113.0011989
Toole CountyMT,Toole County,MT,48.6974247,-111.6408212
Toombs CountyGA,Toombs County,GA,32.0795072,-82.345189
Torrance CountyNM,Torrance County,NM,34.6784317,-105.9699878
Towner CountyND,Towner County,ND,48.7485974,-99.2761104
Towns CountyGA,Towns County,GA,34.9208214,-83.7199136
Traill CountyND,Traill County,ND,47.4636775,-97.1256368
Transylvania CountyNC,Transylvania County,NC,35.2190534,-82.7778579
Traverse CountyMN,Traverse County,MN,45.8030256,-96.365147
Travis CountyTX,Travis County,TX,30.2097015,-97.6982272
Treasure CountyMT,Treasure County,MT,46.2106667,-107.2586097
Trego CountyKS,Trego County,KS,38.9900316,-99.8124935
Trempealeau CountyWI,Trempealeau County,WI,44.2397592,-91.366216
Treutlen CountyGA,Treutlen County,GA,32.3870233,-82.5834947
Trigg CountyKY,Trigg County,KY,36.8473642,-87.7763333
Trimble CountyKY,Trimble County,KY,38.6013284,-85.3136218
Trinity CountyCA,Trinity County,CA,40.6329485,-123.0622553
Trinity CountyTX,Trinity County,TX,31.0687648,-95.1432068
Tripp CountySD,Tripp County,SD,43.2236446,-99.7232673
Troup CountyGA,Troup County,GA,33.0698575,-85.023346
Trousdale CountyTN,Trousdale County,TN,36.396385,-86.1548269
Trujillo Alto MunicipioPR,Trujillo Alto Municipio,PR,18.3664618,-66.0117438
Trumbull CountyOH,Trumbull County,OH,41.3064984,-80.7214417
Tucker CountyWV,Tucker County,WV,39.1083806,-79.6502105
Tulare CountyCA,Tulare County,CA,36.1341739,-118.8596804
Tulsa CountyOK,Tulsa County,OK,36.1593471,-95.940971
Tunica CountyMS,Tunica County,MS,34.6407083,-90.4125181
Tuolumne CountyCA,Tuolumne County,CA,38.029655,-119.9740534
Turner CountyGA,Turner County,GA,31.6976531,-83.634843
Turner CountySD,Turner County,SD,43.3355563,-97.179026
Tuscaloosa CountyAL,Tuscaloosa County,AL,33.3227653,-87.460397
Tuscarawas CountyOH,Tuscarawas County,OH,40.3978972,-81.4278984
Tuscola CountyMI,Tuscola County,MI,43.5301144,-83.5070203
Twiggs CountyGA,Twiggs County,GA,32.68356,-83.4643551
Twin Falls CountyID,Twin Falls County,ID,42.335252,-114.6758916
Tyler CountyTX,Tyler County,TX,30.7324447,-94.315422
Tyler CountyWV,Tyler County,WV,39.4977025,-80.8543847
Tyrrell CountyNC,Tyrrell County,NC,35.8925537,-76.1783739
Uinta CountyWY,Uinta County,WY,41.2107397,-110.6168921
Uintah CountyUT,Uintah County,UT,40.1069499,-109.3783206
Ulster CountyNY,Ulster County,NY,41.8586493,-74.3118212
Umatilla CountyOR,Umatilla County,OR,45.7750424,-118.7606453
Unicoi CountyTN,Unicoi County,TN,36.073032,-82.5185837
Union CountyAR,Union County,AR,33.1431092,-92.539603
Union CountyFL,Union County,FL,30.0745112,-82.345189
Union CountyGA,Union County,GA,34.8457601,-83.9744262
Union CountyIA,Union County,IA,41.0006855,-94.2743628
Union CountyIL,Union County,IL,37.5086525,-89.2847251
Union CountyIN,Union County,IN,39.6637751,-84.8984775
Union CountyKY,Union County,KY,37.6638744,-87.972681
Union CountyMS,Union County,MS,34.459946,-88.9796776
Union CountyNC,Union County,NC,34.9338651,-80.543845
Union CountyNJ,Union County,NJ,40.6595001,-74.2883536
Union CountyNM,Union County,NM,36.3724334,-103.3587288
Union CountyOH,Union County,OH,40.3616382,-83.336188
Union CountyOR,Union County,OR,45.2334122,-118.0410627
Union CountyPA,Union County,PA,40.9894888,-77.0564464
Union CountySC,Union County,SC,34.6612778,-81.6035062
Union CountySD,Union County,SD,42.8621348,-96.7065914
Union CountyTN,Union County,TN,36.3194272,-83.804868
Union ParishLA,Union Parish,LA,32.7859102,-92.3813621
Upshur CountyTX,Upshur County,TX,32.7099747,-94.976654
Upshur CountyWV,Upshur County,WV,38.8696797,-80.2321313
Upson CountyGA,Upson County,GA,32.9047684,-84.3121264
Upton CountyTX,Upton County,TX,31.3384843,-101.9804613
Utah CountyUT,Utah County,UT,40.0966287,-111.5706786
Utuado MunicipioPR,Utuado Municipio,PR,18.2673185,-66.7101946
Uvalde CountyTX,Uvalde County,TX,29.3342663,-99.8124935
Val Verde CountyTX,Val Verde County,TX,29.8687682,-101.1617356
Valencia CountyNM,Valencia County,NM,34.6743674,-106.6291304
Valley CountyID,Valley County,ID,44.9204669,-115.7926381
Valley CountyMT,Valley County,MT,48.2855732,-106.8304776
Valley CountyNE,Valley County,NE,41.4936253,-98.9245343
Van Buren CountyAR,Van Buren County,AR,35.6266232,-92.539603
Van Buren CountyIA,Van Buren County,IA,40.7001158,-91.9099238
Van Buren CountyMI,Van Buren County,MI,42.2459665,-86.0121573
Van Buren CountyTN,Van Buren County,TN,35.6996916,-85.4788065
Van Wert CountyOH,Van Wert County,OH,40.871234,-84.564147
Van Zandt CountyTX,Van Zandt County,TX,32.4936974,-95.8142885
Vance CountyNC,Vance County,NC,36.3479057,-78.4297187
Vanderburgh CountyIN,Vanderburgh County,IN,38.0806099,-87.5791287
Vega Alta MunicipioPR,Vega Alta Municipio,PR,18.413253,-66.3207285
Vega Baja MunicipioPR,Vega Baja Municipio,PR,18.4469811,-66.3974525
Venango CountyPA,Venango County,PA,41.3896611,-79.8296743
Ventura CountyCA,Ventura County,CA,34.3704884,-119.1390642
Vermilion CountyIL,Vermilion County,IL,40.122469,-87.697554
Vermilion ParishLA,Vermilion Parish,LA,29.8601413,-92.3813621
Vermillion CountyIN,Vermillion County,IN,39.8512139,-87.4802068
Vernon CountyMO,Vernon County,MO,37.8148489,-94.315422
Vernon CountyWI,Vernon County,WI,43.5576968,-90.8294002
Vernon ParishLA,Vernon Parish,LA,31.1320009,-93.1779659
Victoria CountyTX,Victoria County,TX,28.7712909,-97.0068393
Vieques MunicipioPR,Vieques Municipio,PR,18.1485126,-65.4412762
Vigo CountyIN,Vigo County,IN,39.4165382,-87.4207518
Vilas CountyWI,Vilas County,WI,45.9787939,-89.4559162
Villalba MunicipioPR,Villalba Municipio,PR,18.1217554,-66.4985787
Vinton CountyOH,Vinton County,OH,39.2875595,-82.5185837
Virginia Beach CityVA,Virginia Beach City,VA,36.8516437,-75.9792194
Volusia CountyFL,Volusia County,FL,29.0279842,-81.0754657
Wabash CountyIL,Wabash County,IL,38.4226484,-87.8156715
Wabash CountyIN,Wabash County,IN,40.8033875,-85.8486236
Wabasha CountyMN,Wabasha County,MN,44.3020812,-92.2236667
Wabaunsee CountyKS,Wabaunsee County,KS,38.9092089,-96.1526985
Wadena CountyMN,Wadena County,MN,46.6415934,-94.936044
Wagoner CountyOK,Wagoner County,OK,35.9192397,-95.5197394
Wahkiakum CountyWA,Wahkiakum County,WA,46.3259463,-123.4945593
Wake CountyNC,Wake County,NC,35.8031909,-78.5660852
Wakulla CountyFL,Wakulla County,FL,30.1301689,-84.3542049
Waldo CountyME,Waldo County,ME,44.5106837,-69.2077895
Walker CountyAL,Walker County,AL,33.8563605,-87.3016132
Walker CountyGA,Walker County,GA,34.6858231,-85.354965
Walker CountyTX,Walker County,TX,30.6815394,-95.6457951
Walla Walla CountyWA,Walla Walla County,WA,46.2369842,-118.5854769
Wallace CountyKS,Wallace County,KS,38.9697127,-101.7979613
Waller CountyTX,Waller County,TX,29.9751629,-96.0255738
Wallowa CountyOR,Wallowa County,OR,45.592984,-116.9717994
Walsh CountyND,Walsh County,ND,48.3777874,-97.7528872
Walthall CountyMS,Walthall County,MS,31.125165,-90.1120696
Walton CountyFL,Walton County,FL,30.5640199,-86.1751759
Walton CountyGA,Walton County,GA,33.7708613,-83.7199136
Walworth CountySD,Walworth County,SD,45.381146,-100.0944336
Walworth CountyWI,Walworth County,WI,42.6202834,-88.556531
Wapello CountyIA,Wapello County,IA,41.0148894,-92.3813621
Ward CountyND,Ward County,ND,48.2147451,-101.5805256
Ward CountyTX,Ward County,TX,31.5395559,-103.1279039
Ware CountyGA,Ware County,GA,31.134411,-82.4752757
Warren CountyGA,Warren County,GA,33.4470392,-82.6915429
Warren CountyIA,Warren County,IA,41.3080549,-93.5003454
Warren CountyIL,Warren County,IL,40.8758777,-90.6773046
Warren CountyIN,Warren County,IN,40.319245,-87.3413599
Warren CountyKY,Warren County,KY,36.9886043,-86.4996546
Warren CountyMO,Warren County,MO,38.7313284,-91.135302
Warren CountyMS,Warren County,MS,32.3989469,-90.7913227
Warren CountyNC,Warren County,NC,36.4352131,-78.0195387
Warren CountyNJ,Warren County,NJ,40.8841854,-74.9208772
Warren CountyNY,Warren County,NY,43.6078891,-73.7477857
Warren CountyOH,Warren County,OH,39.4241422,-84.1857115
Warren CountyPA,Warren County,PA,41.8143331,-79.2902133
Warren CountyTN,Warren County,TN,35.7115652,-85.80766
Warren CountyVA,Warren County,VA,38.9331749,-78.2476146
Warrick CountyIN,Warrick County,IN,38.0736703,-87.2618328
Wasatch CountyUT,Wasatch County,UT,40.3629418,-110.9983515
Wasco CountyOR,Wasco County,OR,45.0600051,-121.2375121
Waseca CountyMN,Waseca County,MN,43.961388,-93.6623239
Washakie CountyWY,Washakie County,WY,43.8347829,-107.7037626
Washburn CountyWI,Washburn County,WI,45.9657186,-91.8148946
Washington CountyAL,Washington County,AL,31.3422346,-88.2461183
Washington CountyAR,Washington County,AR,35.9307703,-94.1513764
Washington CountyCO,Washington County,CO,40.063745,-102.989615
Washington CountyFL,Washington County,FL,30.548737,-85.684578
Washington CountyGA,Washington County,GA,32.962702,-82.820974
Washington CountyIA,Washington County,IA,41.3477966,-91.7538817
Washington CountyID,Washington County,ID,44.3658715,-116.7548607
Washington CountyIL,Washington County,IL,38.3988869,-89.3226954
Washington CountyIN,Washington County,IN,38.6744747,-86.1751759
Washington CountyKS,Washington County,KS,39.8413319,-97.179026
Washington CountyKY,Washington County,KY,37.7516142,-85.1479364
Washington CountyMD,Washington County,MD,39.6130477,-77.6994197
Washington CountyME,Washington County,ME,44.9849315,-67.6776836
Washington CountyMN,Washington County,MN,45.1881488,-92.8801412
Washington CountyMO,Washington County,MO,37.8907566,-90.8294002
Washington CountyMS,Washington County,MS,33.3001466,-90.9438468
Washington CountyNC,Washington County,NC,35.8120333,-76.5950555
Washington CountyNE,Washington County,NE,41.5541889,-96.195132
Washington CountyNY,Washington County,NY,43.2519472,-73.3708696
Washington CountyOH,Washington County,OH,39.4626397,-81.4718387
Washington CountyOK,Washington County,OK,36.6770984,-95.940971
Washington CountyOR,Washington County,OR,45.5469616,-123.1386021
Washington CountyPA,Washington County,PA,40.1367719,-80.1875065
Washington CountyRI,Washington County,RI,41.4568113,-71.6673352
Washington CountyTN,Washington County,TN,36.3321016,-82.5185837
Washington CountyTX,Washington County,TX,30.2352956,-96.365157
Washington CountyUT,Washington County,UT,37.3224877,-113.4776098
Washington CountyVA,Washington County,VA,36.7678354,-81.9534815
Washington CountyVT,Washington County,VT,44.1986663,-72.6972529
Washington CountyWI,Washington County,WI,43.3932586,-88.2461183
Washington CountyWV,Washington County,WV,39.244853,-81.6637765
Washington ParishLA,Washington Parish,LA,30.803926,-90.0746767
Washita CountyOK,Washita County,OK,35.3234027,-98.9245343
Washoe CountyNV,Washoe County,NV,40.5608387,-119.6035495
Washtenaw CountyMI,Washtenaw County,MI,42.3076493,-83.8473015
Watauga CountyNC,Watauga County,NC,36.1941825,-81.734942
Watonwan CountyMN,Watonwan County,MN,43.9323091,-94.479976
Waukesha CountyWI,Waukesha County,WI,43.0072599,-88.3239309
Waupaca CountyWI,Waupaca County,WI,44.4705941,-89.0179332
Waushara CountyWI,Waushara County,WI,44.1313128,-89.2086773
Wayne CountyGA,Wayne County,GA,31.5092107,-81.909826
Wayne CountyIA,Wayne County,IA,40.6677356,-93.3388917
Wayne CountyIL,Wayne County,IL,38.3899815,-88.4016041
Wayne CountyIN,Wayne County,IN,39.831882,-84.981754
Wayne CountyKY,Wayne County,KY,36.7571907,-84.8567932
Wayne CountyMI,Wayne County,MI,42.2790746,-83.336188
Wayne CountyMO,Wayne County,MO,37.0388739,-90.5257823
Wayne CountyMS,Wayne County,MS,31.7130601,-88.7108964
Wayne CountyNC,Wayne County,NC,35.3565499,-77.973865
Wayne CountyNE,Wayne County,NE,42.2479453,-97.179026
Wayne CountyNY,Wayne County,NY,43.2020024,-77.010385
Wayne CountyOH,Wayne County,OH,40.7588598,-81.9534815
Wayne CountyPA,Wayne County,PA,41.6738865,-75.2479061
Wayne CountyTN,Wayne County,TN,35.282369,-87.7763333
Wayne CountyUT,Wayne County,UT,38.3337024,-110.8076084
Wayne CountyWV,Wayne County,WV,38.1598501,-82.4752757
Waynesboro cityVA,Waynesboro city,VA,38.0684692,-78.8894682
Weakley CountyTN,Weakley County,TN,36.3428865,-88.7108964
Webb CountyTX,Webb County,TX,27.8174487,-99.0128926
Weber CountyUT,Weber County,UT,41.2602635,-111.9522491
Webster CountyGA,Webster County,GA,32.0129889,-84.564147
Webster CountyIA,Webster County,IA,42.3974963,-94.1513764
Webster CountyKY,Webster County,KY,37.4892188,-87.7369607
Webster CountyMO,Webster County,MO,37.3483339,-92.8577105
Webster CountyMS,Webster County,MS,33.5707456,-89.2847251
Webster CountyNE,Webster County,NE,40.2357266,-98.5721016
Webster CountyWV,Webster County,WV,38.5070383,-80.365865
Webster ParishLA,Webster Parish,LA,32.7641355,-93.3388917
Weld CountyCO,Weld County,CO,40.5265766,-104.4723301
Wells CountyIN,Wells County,IN,40.7778348,-85.1894045
Wells CountyND,Wells County,ND,47.5217126,-99.5751845
West Baton Rouge ParishLA,West Baton Rouge Parish,LA,30.4751202,-91.3276422
West Carroll ParishLA,West Carroll Parish,LA,32.7545792,-91.4821482
West Feliciana ParishLA,West Feliciana Parish,LA,30.8423123,-91.4048249
Westchester CountyNY,Westchester County,NY,41.1220194,-73.7948516
Westmoreland CountyPA,Westmoreland County,PA,40.2353963,-79.4703885
Westmoreland CountyVA,Westmoreland County,VA,38.112732,-76.7798172
Weston CountyWY,Weston County,WY,43.9270224,-104.4723301
Wetzel CountyWV,Wetzel County,WV,39.5655978,-80.6770787
Wexford CountyMI,Wexford County,MI,44.387157,-85.520024
Wharton CountyTX,Wharton County,TX,29.3690932,-96.1526985
Whatcom CountyWA,Whatcom County,WA,48.8787167,-121.9718657
Wheatland CountyMT,Wheatland County,MT,46.4922893,-109.8418592
Wheeler CountyGA,Wheeler County,GA,32.0999794,-82.6915429
Wheeler CountyNE,Wheeler County,NE,41.8372138,-98.5721016
Wheeler CountyOR,Wheeler County,OR,44.6659766,-120.0829624
Wheeler CountyTX,Wheeler County,TX,35.3830893,-100.3497895
White CountyAR,White County,AR,35.2900612,-91.7538817
White CountyGA,White County,GA,34.6567728,-83.7199136
White CountyIL,White County,IL,38.0501137,-88.2461183
White CountyIN,White County,IN,40.6765551,-86.9824288
White CountyTN,White County,TN,35.9189882,-85.520024
White Pine CountyNV,White Pine County,NV,39.5564495,-114.524264
Whiteside CountyIL,Whiteside County,IL,41.7605503,-89.8505012
Whitfield CountyGA,Whitfield County,GA,34.8033566,-84.981754
Whitley CountyIN,Whitley County,IN,41.1136133,-85.520024
Whitley CountyKY,Whitley County,KY,36.726335,-84.1857115
Whitman CountyWA,Whitman County,WA,46.8363403,-117.5887295
Wibaux CountyMT,Wibaux County,MT,46.7836649,-104.3183897
Wichita CountyKS,Wichita County,KS,38.5102583,-101.4339148
Wichita CountyTX,Wichita County,TX,33.9309651,-98.7481167
Wicomico CountyMD,Wicomico County,MD,38.3941813,-75.667356
Wilbarger CountyTX,Wilbarger County,TX,34.0688089,-99.2785583
Wilcox CountyAL,Wilcox County,AL,32.0105439,-87.3413599
Wilcox CountyGA,Wilcox County,GA,31.9611759,-83.4643551
Wilkes CountyGA,Wilkes County,GA,33.808264,-82.7778579
Wilkes CountyNC,Wilkes County,NC,36.202858,-81.2518833
Wilkin CountyMN,Wilkin County,MN,46.4087398,-96.5018468
Wilkinson CountyGA,Wilkinson County,GA,32.8024682,-83.1649001
Wilkinson CountyMS,Wilkinson County,MS,31.1646163,-91.2891036
Will CountyIL,Will County,IL,41.5054724,-88.0900762
Willacy CountyTX,Willacy County,TX,26.4948223,-97.6982272
Williams CountyND,Williams County,ND,48.432044,-103.2923954
Williams CountyOH,Williams County,OH,41.5507602,-84.5222189
Williamsburg CityVA,Williamsburg City,VA,37.2757305,-76.7098049
Williamsburg CountySC,Williamsburg County,SC,33.6293606,-79.6502105
Williamson CountyIL,Williamson County,IL,37.7183241,-88.864698
Williamson CountyTN,Williamson County,TN,35.9179271,-86.8621827
Williamson CountyTX,Williamson County,TX,30.7591685,-97.6982272
Wilson CountyKS,Wilson County,KS,37.5808413,-95.8142885
Wilson CountyNC,Wilson County,NC,35.6925497,-77.8824596
Wilson CountyTN,Wilson County,TN,36.1626241,-86.2970998
Wilson CountyTX,Wilson County,TX,29.2683783,-98.0465185
Winchester cityVA,Winchester city,VA,39.1856597,-78.1633341
Windham CountyCT,Windham County,CT,41.8275622,-72.0468164
Windham CountyVT,Windham County,VT,43.0151325,-72.8042797
Windsor CountyVT,Windsor County,VT,43.4369244,-72.6151169
Winkler CountyTX,Winkler County,TX,31.76846,-103.0817903
Winn ParishLA,Winn Parish,LA,31.9196124,-92.6586401
Winnebago CountyIA,Winnebago County,IA,43.3481922,-93.6623239
Winnebago CountyIL,Winnebago County,IL,42.3121109,-89.1705998
Winnebago CountyWI,Winnebago County,WI,44.0126679,-88.7108964
Winneshiek CountyIA,Winneshiek County,IA,43.2362611,-91.9099238
Winona CountyMN,Winona County,MN,44.006499,-91.7538817
Winston CountyAL,Winston County,AL,34.1690087,-87.3413599
Winston CountyMS,Winston County,MS,33.1650338,-89.0179332
Wirt CountyWV,Wirt County,WV,39.0436093,-81.3839326
Wise CountyTX,Wise County,TX,33.2895861,-97.6982272
Wise CountyVA,Wise County,VA,37.0240877,-82.605118
Wolfe CountyKY,Wolfe County,KY,37.7550869,-83.4643551
Wood CountyOH,Wood County,OH,41.3478458,-83.6773928
Wood CountyTX,Wood County,TX,32.8296216,-95.3520876
Wood CountyWI,Wood County,WI,44.4747774,-90.0746767
Wood CountyWV,Wood County,WV,39.2154345,-81.4718387
Woodbury CountyIA,Woodbury County,IA,42.3166158,-95.9832577
Woodford CountyIL,Woodford County,IL,40.7128889,-89.1705998
Woodford CountyKY,Woodford County,KY,38.0721662,-84.7315563
Woodruff CountyAR,Woodruff County,AR,35.1215846,-91.135302
Woods CountyOK,Woods County,OK,36.7181862,-98.7481167
Woodson CountyKS,Woodson County,KS,37.9197853,-95.8142885
Woodward CountyOK,Woodward County,OK,36.413792,-99.3673084
Worcester CountyMA,Worcester County,MA,42.4096528,-71.8571331
Worcester CountyMD,Worcester County,MD,38.1584227,-75.4344727
Worth CountyGA,Worth County,GA,31.5282489,-83.8897057
Worth CountyIA,Worth County,IA,43.3580686,-93.3388917
Worth CountyMO,Worth County,MO,40.4730605,-94.315422
Wrangell City and BoroughAK,Wrangell City and Borough,AK,56.4706104,-132.3815263
Wright CountyIA,Wright County,IA,42.7273744,-93.6623239
Wright CountyMN,Wright County,MN,45.1538202,-94.0190943
Wright CountyMO,Wright County,MO,37.3555654,-92.539603
Wyandot CountyOH,Wyandot County,OH,40.8471492,-83.336188
Wyandotte CountyKS,Wyandotte County,KS,39.0986811,-94.7691586
Wyoming CountyNY,Wyoming County,NY,42.8264498,-78.0897329
Wyoming CountyPA,Wyoming County,PA,41.5004703,-76.0391909
Wyoming CountyWV,Wyoming County,WV,37.6339466,-81.5596427
Wythe CountyVA,Wythe County,VA,36.9220162,-81.1196075
Yabucoa MunicipioPR,Yabucoa Municipio,PR,18.0468695,-65.8787832
Yadkin CountyNC,Yadkin County,NC,36.2023597,-80.6770787
Yakima CountyWA,Yakima County,WA,46.543606,-120.7558292
Yakutat City and BoroughAK,Yakutat City and Borough,AK,59.8465047,-139.8840063
Yalobusha CountyMS,Yalobusha County,MS,34.0639379,-89.7755338
Yamhill CountyOR,Yamhill County,OR,45.1771983,-123.2395303
Yancey CountyNC,Yancey County,NC,35.888897,-82.345189
Yankton CountySD,Yankton County,SD,43.016179,-97.3516558
Yates CountyNY,Yates County,NY,42.6430846,-77.1485163
Yauco MunicipioPR,Yauco Municipio,PR,18.0360048,-66.8605376
Yavapai CountyAZ,Yavapai County,AZ,34.6463981,-112.4291464
Yazoo CountyMS,Yazoo County,MS,32.8078912,-90.3748354
Yell CountyAR,Yell County,AR,35.0810824,-93.3388917
Yellow Medicine CountyMN,Yellow Medicine County,MN,44.7380445,-95.8564864
Yellowstone CountyMT,Yellowstone County,MT,45.7856577,-108.4343805
Yoakum CountyTX,Yoakum County,TX,33.2114703,-102.8975098
Yolo CountyCA,Yolo County,CA,38.7646021,-121.9017954
York CountyME,York County,ME,43.4132697,-70.6702521
York CountyNE,York County,NE,40.7941448,-97.5247243
York CountyPA,York County,PA,39.9512496,-76.7336521
York CountySC,York County,SC,34.9871367,-81.2518833
York CountyVA,York County,VA,37.2103925,-76.3868797
Young CountyTX,Young County,TX,33.2200087,-98.7481167
Yuba CountyCA,Yuba County,CA,39.2547027,-121.3998995
Yukon-Koyukuk Census AreaAK,Yukon-Koyukuk Census Area,AK,65.8443667,-153.4302993
Yuma CountyAZ,Yuma County,AZ,32.6527533,-113.9536466
Yuma CountyCO,Yuma County,CO,40.1448234,-102.2547919
