County & State,County,State,latitude,longitude,optimal_customer_rate,anticipated_win_rate,target_margin,anticipated_provider_rate
Maries CountyMO,Maries County,MO,38.1738674,-91.949021,950,0.50,0.95,42
Marin CountyCA,Marin County,CA,38.083403,-122.7633036,950,0.50,0.95,42
Marinette CountyWI,Marinette County,WI,45.3581961,-88.0649606,950,0.50,0.95,42
Marion CountyAL,Marion County,AL,34.0441174,-87.7763333,950,0.50,0.95,42
Marion CountyAR,Marion County,AR,36.3194702,-92.6983868,950,0.50,0.95,42
Marion CountyFL,Marion County,FL,29.2787765,-82.12784,950,0.50,0.95,42
Marion CountyGA,Marion County,GA,32.328102,-84.5222189,950,0.50,0.95,42
Marion CountyIA,Marion County,IA,41.3173818,-93.1779659,950,0.50,0.95,42
Marion CountyIL,Marion County,IL,38.7313284,-88.864698,950,0.50,0.95,42
Marion CountyIN,Marion County,IN,39.83619,-86.1751759,950,0.50,0.95,42
Marion CountyKS,Marion County,KS,38.349424,-97.179026,950,0.50,0.95,42
Marion CountyKY,Marion County,KY,37.585137,-85.2308414,950,0.50,0.95,42
Marion CountyMO,Marion County,MO,39.8464028,-91.637215,950,0.50,0.95,42
Marion CountyMS,Marion County,MS,31.1708442,-89.7755338,950,0.50,0.95,42
Marion CountyOH,Marion County,OH,40.5518645,-83.1220074,950,0.50,0.95,42
Marion CountyOR,Marion County,OR,44.8446393,-122.5927411,950,0.50,0.95,42
Marion CountySC,Marion County,SC,34.0879705,-79.3352899,950,0.50,0.95,42
Marion CountyTN,Marion County,TN,35.0928512,-85.643487,950,0.50,0.95,42
Marion CountyTX,Marion County,TX,32.7780679,-94.356513,950,0.50,0.95,42
Marion CountyWV,Marion County,WV,39.5288627,-80.2321313,950,0.50,0.95,42
Mariposa CountyCA,Mariposa County,CA,37.5127928,-119.8815203,950,0.50,0.95,42
Marlboro CountySC,Marlboro County,SC,34.5582435,-79.6951103,950,0.50,0.95,42
Marquette CountyMI,Marquette County,MI,46.644579,-87.5593823,950,0.50,0.95,42
Marquette CountyWI,Marquette County,WI,43.865322,-89.3226954,950,0.50,0.95,42
Marshall CountyAL,Marshall County,AL,34.3652297,-86.3376761,950,0.50,0.95,42
Marshall CountyIA,Marshall County,IA,42.0407088,-92.9375739,950,0.50,0.95,42
Marshall CountyIL,Marshall County,IL,40.9972934,-89.3606298,950,0.50,0.95,42
Marshall CountyIN,Marshall County,IN,41.303028,-86.3376761,950,0.50,0.95,42
Marshall CountyKS,Marshall County,KS,39.717719,-96.4929797,950,0.50,0.95,42
Marshall CountyKY,Marshall County,KY,36.8573767,-88.4016041,950,0.50,0.95,42
Marshall CountyMN,Marshall County,MN,48.365352,-96.674424,950,0.50,0.95,42
Marshall CountyMS,Marshall County,MS,34.7729491,-89.4742177,950,0.50,0.95,42
Marshall CountyOK,Marshall County,OK,34.0103349,-96.7922355,950,0.50,0.95,42
Marshall CountySD,Marshall County,SD,45.7271214,-97.6046235,950,0.50,0.95,42
Marshall CountyTN,Marshall County,TN,35.4792517,-86.7818523,950,0.50,0.95,42
Marshall CountyWV,Marshall County,WV,39.8926818,-80.6770787,950,0.50,0.95,42
Martin CountyFL,Martin County,FL,27.0804935,-80.4103957,950,0.50,0.95,42
Martin CountyIN,Martin County,IN,38.6937856,-86.8220341,950,0.50,0.95,42
Martin CountyKY,Martin County,KY,37.7833756,-82.5185837,950,0.50,0.95,42
Martin CountyMN,Martin County,MN,43.6266807,-94.479976,950,0.50,0.95,42
Martin CountyNC,Martin County,NC,35.8733053,-77.1485163,950,0.50,0.95,42
Martin CountyTX,Martin County,TX,32.2364722,-101.9804613,950,0.50,0.95,42
Martinsville CityVA,Martinsville City,VA,36.6915262,-79.8725386,950,0.50,0.95,42
Mason CountyIL,Mason County,IL,40.2271003,-89.9253233,950,0.50,0.95,42
Mason CountyKY,Mason County,KY,38.6194103,-83.8897057,950,0.50,0.95,42
Mason CountyMI,Mason County,MI,43.9664537,-86.4996546,950,0.50,0.95,42
Mason CountyTX,Mason County,TX,30.6556091,-99.2785583,950,0.50,0.95,42
Mason CountyWA,Mason County,WA,47.4251146,-123.1951376,950,0.50,0.95,42
Mason CountyWV,Mason County,WV,38.7553693,-81.9971108,950,0.50,0.95,42
Massac CountyIL,Massac County,IL,37.2478298,-88.7493998,950,0.50,0.95,42
Matagorda CountyTX,Matagorda County,TX,28.8204837,-95.9832577,950,0.50,0.95,42
Matanuska-Susitna BoroughAK,Matanuska-Susitna Borough,AK,62.2599347,-150.1729153,950,0.50,0.95,42
Mathews CountyVA,Mathews County,VA,37.3912302,-76.317414,950,0.50,0.95,42
Maui CountyHI,Maui County,HI,20.7983626,-156.3319253,950,0.50,0.95,42
Maunabo MunicipioPR,Maunabo Municipio,PR,18.0074438,-65.8993355,950,0.50,0.95,42
Maury CountyTN,Maury County,TN,35.6195242,-87.1422895,950,0.50,0.95,42
Maverick CountyTX,Maverick County,TX,28.7410473,-100.3497895,950,0.50,0.95,42
Mayagüez MunicipioPR,Mayagüez Municipio,PR,18.200345,-67.1179511,950,0.50,0.95,42
Mayes CountyOK,Mayes County,OK,36.2322429,-95.3102505,950,0.50,0.95,42
McClain CountyOK,McClain County,OK,35.0282316,-97.4814163,950,0.50,0.95,42
McCone CountyMT,McCone County,MT,47.4500913,-105.8810733,950,0.50,0.95,42
McCook CountySD,McCook County,SD,43.6310744,-97.3516558,950,0.50,0.95,42
McCormick CountySC,McCormick County,SC,33.9134577,-82.2934585,950,0.50,0.95,42
McCracken CountyKY,McCracken County,KY,37.0330607,-88.7108964,950,0.50,0.95,42
McCreary CountyKY,McCreary County,KY,36.6973499,-84.4802606,950,0.50,0.95,42
McCulloch CountyTX,McCulloch County,TX,31.2016122,-99.2785583,950,0.50,0.95,42
McCurtain CountyOK,McCurtain County,OK,34.1481711,-94.8105955,950,0.50,0.95,42
McDonald CountyMO,McDonald County,MO,36.617812,-94.315422,950,0.50,0.95,42
McDonough CountyIL,McDonough County,IL,40.3885122,-90.6773046,950,0.50,0.95,42
McDowell CountyNC,McDowell County,NC,35.6984405,-82.0842901,950,0.50,0.95,42
McDowell CountyVA,McDowell County,VA,37.3860467,-81.647344,950,0.50,0.95,42
McDowell CountyWV,McDowell County,WV,37.3860467,-81.647344,950,0.50,0.95,42
McDuffie CountyGA,McDuffie County,GA,33.5258626,-82.5185837,950,0.50,0.95,42
McHenry CountyIL,McHenry County,IL,42.3039993,-88.4016041,950,0.50,0.95,42
McHenry CountyND,McHenry County,ND,48.3814671,-100.7008406,950,0.50,0.95,42
McIntosh CountyGA,McIntosh County,GA,31.370281,-81.4343042,950,0.50,0.95,42
McIntosh CountyND,McIntosh County,ND,46.054323,-99.376592,950,0.50,0.95,42
McIntosh CountyOK,McIntosh County,OK,35.3466151,-95.6457951,950,0.50,0.95,42
McKean CountyPA,McKean County,PA,41.8133351,-78.4751945,950,0.50,0.95,42
McKenzie CountyND,McKenzie County,ND,47.7714179,-103.4122495,950,0.50,0.95,42
McKinley CountyNM,McKinley County,NM,35.7152472,-108.2377519,950,0.50,0.95,42
McLean CountyIL,McLean County,IL,40.5478429,-88.864698,950,0.50,0.95,42
McLean CountyKY,McLean County,KY,37.5644352,-87.2618328,950,0.50,0.95,42
McLean CountyND,McLean County,ND,47.6185079,-101.131122,950,0.50,0.95,42
McLennan CountyTX,McLennan County,TX,31.5182285,-97.179026,950,0.50,0.95,42
McLeod CountyMN,McLeod County,MN,44.8440016,-94.315422,950,0.50,0.95,42
McMinn CountyTN,McMinn County,TN,35.4037048,-84.6479124,950,0.50,0.95,42
McMullen CountyTX,McMullen County,TX,28.3102323,-98.5721016,950,0.50,0.95,42
McNairy CountyTN,McNairy County,TN,35.1183208,-88.556531,950,0.50,0.95,42
McPherson CountyKS,McPherson County,KS,38.3164433,-97.6982272,950,0.50,0.95,42
McPherson CountyND,McPherson County,ND,45.7555982,-99.2784129,950,0.50,0.95,42
McPherson CountyNE,McPherson County,NE,41.6222686,-101.0711758,950,0.50,0.95,42
McPherson CountySD,McPherson County,SD,45.7555982,-99.2784129,950,0.50,0.95,42
Meade CountyKS,Meade County,KS,37.2698449,-100.3497895,950,0.50,0.95,42
Meade CountyKY,Meade County,KY,37.9601502,-86.2158497,950,0.50,0.95,42
Meade CountySD,Meade County,SD,44.4415188,-102.6855069,950,0.50,0.95,42
Meagher CountyMT,Meagher County,MT,46.620195,-110.8848271,950,0.50,0.95,42
Mecklenburg CountyNC,Mecklenburg County,NC,35.2632655,-80.8543847,950,0.50,0.95,42
Mecklenburg CountyVA,Mecklenburg County,VA,36.6421724,-78.3842227,950,0.50,0.95,42
Mecosta CountyMI,Mecosta County,MI,43.6201025,-85.354965,950,0.50,0.95,42
Medina CountyOH,Medina County,OH,41.080133,-81.9534815,950,0.50,0.95,42
Medina CountyTX,Medina County,TX,29.2987871,-99.0128926,950,0.50,0.95,42
Meeker CountyMN,Meeker County,MN,45.1353179,-94.5150543,950,0.50,0.95,42
Meigs CountyOH,Meigs County,OH,39.0874307,-81.9971108,950,0.50,0.95,42
Meigs CountyTN,Meigs County,TN,35.519359,-84.7942091,950,0.50,0.95,42
Mellette CountySD,Mellette County,SD,43.5169738,-100.7097867,950,0.50,0.95,42
Menard CountyIL,Menard County,IL,40.0221361,-89.8130356,950,0.50,0.95,42
Menard CountyTX,Menard County,TX,30.9802428,-99.8124935,950,0.50,0.95,42
Mendocino CountyCA,Mendocino County,CA,39.5500194,-123.438353,950,0.50,0.95,42
Menifee CountyKY,Menifee County,KY,37.9335368,-83.634843,950,0.50,0.95,42
Menominee CountyMI,Menominee County,MI,45.4995277,-87.5746277,950,0.50,0.95,42
Menominee CountyWI,Menominee County,WI,45.0304745,-88.7477702,950,0.50,0.95,42
Merced CountyCA,Merced County,CA,37.2009788,-120.7120023,950,0.50,0.95,42
Mercer CountyIL,Mercer County,IL,41.1985037,-90.6773046,950,0.50,0.95,42
Mercer CountyKY,Mercer County,KY,37.8258603,-84.8984775,950,0.50,0.95,42
Mercer CountyMO,Mercer County,MO,40.4955493,-93.6623239,950,0.50,0.95,42
Mercer CountyND,Mercer County,ND,47.385292,-101.8628783,950,0.50,0.95,42
Mercer CountyNJ,Mercer County,NJ,40.3028533,-74.7337069,950,0.50,0.95,42
Mercer CountyOH,Mercer County,OH,40.5940548,-84.6897495,950,0.50,0.95,42
Mercer CountyPA,Mercer County,PA,41.2619821,-80.1875065,950,0.50,0.95,42
Mercer CountyWV,Mercer County,WV,37.4322638,-81.1196075,950,0.50,0.95,42
Meriwether CountyGA,Meriwether County,GA,33.0561282,-84.6897495,950,0.50,0.95,42
Merrick CountyNE,Merrick County,NE,41.2031926,-98.0028892,950,0.50,0.95,42
Merrimack CountyNH,Merrimack County,NH,43.2844846,-71.6673352,950,0.50,0.95,42
Mesa CountyCO,Mesa County,CO,38.9585381,-108.6175626,950,0.50,0.95,42
Metcalfe CountyKY,Metcalfe County,KY,37.0032438,-85.643487,950,0.50,0.95,42
Miami CountyIN,Miami County,IN,40.770099,-86.0529604,950,0.50,0.95,42
Miami CountyKS,Miami County,KS,38.6381689,-94.8105955,950,0.50,0.95,42
Miami CountyOH,Miami County,OH,40.081473,-84.1857115,950,0.50,0.95,42
Miami-Dade CountyFL,Miami-Dade County,FL,25.5516034,-80.6326916,950,0.50,0.95,42
Middlesex CountyCT,Middlesex County,CT,41.4698505,-72.4731529,950,0.50,0.95,42
Middlesex CountyMA,Middlesex County,MA,42.467206,-71.2874209,950,0.50,0.95,42
Middlesex CountyNJ,Middlesex County,NJ,40.4111363,-74.3587473,950,0.50,0.95,42
Middlesex CountyVA,Middlesex County,VA,37.6040106,-76.5257007,950,0.50,0.95,42
Midland CountyMI,Midland County,MI,43.5750978,-84.3542049,950,0.50,0.95,42
Midland CountyTX,Midland County,TX,31.8781368,-101.9804613,950,0.50,0.95,42
Mifflin CountyPA,Mifflin County,PA,40.652279,-77.6077865,950,0.50,0.95,42
Milam CountyTX,Milam County,TX,30.7983914,-97.0068393,950,0.50,0.95,42
Millard CountyUT,Millard County,UT,39.0611744,-113.1918021,950,0.50,0.95,42
Mille Lacs CountyMN,Mille Lacs County,MN,45.9228403,-93.6218744,950,0.50,0.95,42
Miller CountyAR,Miller County,AR,33.2899717,-93.8248241,950,0.50,0.95,42
Miller CountyGA,Miller County,GA,31.2008218,-84.7315563,950,0.50,0.95,42
Miller CountyMO,Miller County,MO,38.2081417,-92.3813621,950,0.50,0.95,42
Mills CountyIA,Mills County,IA,41.0624496,-95.6457951,950,0.50,0.95,42
Mills CountyTX,Mills County,TX,31.6137467,-98.5721016,950,0.50,0.95,42
Milwaukee CountyWI,Milwaukee County,WI,43.0724667,-87.6186379,950,0.50,0.95,42
Miner CountySD,Miner County,SD,44.0643951,-97.6982272,950,0.50,0.95,42
Mineral CountyCO,Mineral County,CO,37.6583677,-107.0067031,950,0.50,0.95,42
Mineral CountyMT,Mineral County,MT,47.1497031,-114.9626904,950,0.50,0.95,42
Mineral CountyNV,Mineral County,NV,38.4343464,-118.4863963,950,0.50,0.95,42
Mineral CountyWV,Mineral County,WV,39.4068988,-78.8835548,950,0.50,0.95,42
Mingo CountyWV,Mingo County,WV,37.7607801,-82.1713632,950,0.50,0.95,42
Minidoka CountyID,Minidoka County,ID,42.8409971,-113.5808126,950,0.50,0.95,42
Minnehaha CountySD,Minnehaha County,SD,43.6631787,-96.8350999,950,0.50,0.95,42
Missaukee CountyMI,Missaukee County,MI,44.366621,-85.023346,950,0.50,0.95,42
Mississippi CountyAR,Mississippi County,AR,35.8279728,-90.0746767,950,0.50,0.95,42
Mississippi CountyMO,Mississippi County,MO,36.8661576,-89.3226954,950,0.50,0.95,42
Missoula CountyMT,Missoula County,MT,47.0240503,-113.6869923,950,0.50,0.95,42
Mitchell CountyGA,Mitchell County,GA,31.2230067,-84.1857115,950,0.50,0.95,42
Mitchell CountyIA,Mitchell County,IA,43.3710702,-92.8577105,950,0.50,0.95,42
Mitchell CountyKS,Mitchell County,KS,39.443669,-98.2212979,950,0.50,0.95,42
Mitchell CountyNC,Mitchell County,NC,36.0277763,-82.1496049,950,0.50,0.95,42
Mitchell CountyTX,Mitchell County,TX,32.3360516,-100.8903099,950,0.50,0.95,42
Mobile CountyAL,Mobile County,AL,30.6082227,-88.2461183,950,0.50,0.95,42
Moca MunicipioPR,Moca Municipio,PR,18.3944552,-67.1135994,950,0.50,0.95,42
Modoc CountyCA,Modoc County,CA,41.4565165,-120.629366,950,0.50,0.95,42
Modoc CountyOR,Modoc County,OR,41.4565165,-120.629366,950,0.50,0.95,42
Moffat CountyCO,Moffat County,CO,40.6138379,-108.2377519,950,0.50,0.95,42
Mohave CountyAZ,Mohave County,AZ,35.2143346,-113.7632828,950,0.50,0.95,42
Moniteau CountyMO,Moniteau County,MO,38.5827118,-92.5792482,950,0.50,0.95,42
Monmouth CountyNJ,Monmouth County,NJ,40.2589455,-74.123996,950,0.50,0.95,42
Mono CountyCA,Mono County,CA,37.9218608,-118.9528645,950,0.50,0.95,42
Monona CountyIA,Monona County,IA,42.001594,-95.9832577,950,0.50,0.95,42
Monongalia CountyPA,Monongalia County,PA,39.6695849,-79.9640339,950,0.50,0.95,42
Monongalia CountyWV,Monongalia County,WV,39.6695849,-79.9640339,950,0.50,0.95,42
Monroe CountyAL,Monroe County,AL,31.5119068,-87.460397,950,0.50,0.95,42
Monroe CountyAR,Monroe County,AR,34.5918747,-91.135302,950,0.50,0.95,42
Monroe CountyFL,Monroe County,FL,25.2974483,-81.0754657,950,0.50,0.95,42
Monroe CountyGA,Monroe County,GA,32.9746846,-83.8897057,950,0.50,0.95,42
Monroe CountyIA,Monroe County,IA,41.0040981,-92.8577105,950,0.50,0.95,42
Monroe CountyIL,Monroe County,IL,38.2742526,-90.1869644,950,0.50,0.95,42
Monroe CountyIN,Monroe County,IN,39.1851445,-86.4996546,950,0.50,0.95,42
Monroe CountyKY,Monroe County,KY,36.7484915,-85.7256372,950,0.50,0.95,42
Monroe CountyMI,Monroe County,MI,41.9738893,-83.5070203,950,0.50,0.95,42
Monroe CountyMO,Monroe County,MO,39.5508815,-92.0665197,950,0.50,0.95,42
Monroe CountyMS,Monroe County,MS,33.8773585,-88.556531,950,0.50,0.95,42
Monroe CountyNY,Monroe County,NY,43.2841246,-77.7452081,950,0.50,0.95,42
Monroe CountyOH,Monroe County,OH,39.7199038,-81.0754657,950,0.50,0.95,42
Monroe CountyPA,Monroe County,PA,41.0458376,-75.2479061,950,0.50,0.95,42
Monroe CountyTN,Monroe County,TN,35.471793,-84.2278796,950,0.50,0.95,42
Monroe CountyWI,Monroe County,WI,43.9412045,-90.7532809,950,0.50,0.95,42
Monroe CountyWV,Monroe County,WV,37.5601958,-80.5882803,950,0.50,0.95,42
Montague CountyTX,Montague County,TX,33.6460993,-97.6982272,950,0.50,0.95,42
Montcalm CountyMI,Montcalm County,MI,43.3057341,-85.1894045,950,0.50,0.95,42
Monterey CountyCA,Monterey County,CA,36.6002236,-121.8947489,950,0.50,0.95,42
Montezuma CountyCO,Montezuma County,CO,37.3257517,-108.6175626,950,0.50,0.95,42
Montgomery CountyAL,Montgomery County,AL,32.2077447,-86.1751759,950,0.50,0.95,42
Montgomery CountyAR,Montgomery County,AR,34.5424074,-93.6623239,950,0.50,0.95,42
Montgomery CountyGA,Montgomery County,GA,32.1802095,-82.5185837,950,0.50,0.95,42
Montgomery CountyIA,Montgomery County,IA,41.0438839,-95.1849219,950,0.50,0.95,42
Montgomery CountyIL,Montgomery County,IL,39.2363688,-89.4742177,950,0.50,0.95,42
Montgomery CountyIN,Montgomery County,IN,40.019879,-86.8220341,950,0.50,0.95,42
Montgomery CountyKS,Montgomery County,KS,37.240253,-95.8142885,950,0.50,0.95,42
Montgomery CountyKY,Montgomery County,KY,38.0314578,-83.8897057,950,0.50,0.95,42
Montgomery CountyMD,Montgomery County,MD,39.1547426,-77.2405153,950,0.50,0.95,42
Montgomery CountyMO,Montgomery County,MO,38.9365599,-91.4821482,950,0.50,0.95,42
Montgomery CountyMS,Montgomery County,MS,33.5274427,-89.6251646,950,0.50,0.95,42
Montgomery CountyNC,Montgomery County,NC,35.3587922,-79.8744836,950,0.50,0.95,42
Montgomery CountyNY,Montgomery County,NY,42.915521,-74.4525627,950,0.50,0.95,42
Montgomery CountyOH,Montgomery County,OH,39.7620028,-84.3542049,950,0.50,0.95,42
Montgomery CountyPA,Montgomery County,PA,40.2290075,-75.3878525,950,0.50,0.95,42
Montgomery CountyTN,Montgomery County,TN,36.4960406,-87.460397,950,0.50,0.95,42
Montgomery CountyTX,Montgomery County,TX,30.3213482,-95.4777811,950,0.50,0.95,42
Montgomery CountyVA,Montgomery County,VA,37.2070304,-80.4103957,950,0.50,0.95,42
Montmorency CountyMI,Montmorency County,MI,45.0742794,-84.1403141,950,0.50,0.95,42
Montour CountyPA,Montour County,PA,41.0262303,-76.6874701,950,0.50,0.95,42
Montrose CountyCO,Montrose County,CO,38.468304,-108.1428669,950,0.50,0.95,42
Moody CountySD,Moody County,SD,43.9779303,-96.663812,950,0.50,0.95,42
Moore CountyNC,Moore County,NC,35.3674493,-79.4703885,950,0.50,0.95,42
Moore CountyTN,Moore County,TN,35.2700506,-86.357952,950,0.50,0.95,42
Moore CountyTX,Moore County,TX,35.8446761,-101.8891721,950,0.50,0.95,42
Mora CountyNM,Mora County,NM,35.927203,-104.9388853,950,0.50,0.95,42
Morehouse ParishLA,Morehouse Parish,LA,32.796224,-91.7538817,950,0.50,0.95,42
Morgan CountyAL,Morgan County,AL,34.4240875,-86.8621827,950,0.50,0.95,42
Morgan CountyCO,Morgan County,CO,40.2989226,-103.7289167,950,0.50,0.95,42
Morgan CountyGA,Morgan County,GA,33.5794186,-83.4643551,950,0.50,0.95,42
Morgan CountyIL,Morgan County,IL,39.7341219,-90.2244662,950,0.50,0.95,42
Morgan CountyIN,Morgan County,IN,39.5116809,-86.3376761,950,0.50,0.95,42
Morgan CountyKY,Morgan County,KY,37.9145713,-83.2934086,950,0.50,0.95,42
Morgan CountyMO,Morgan County,MO,38.3661344,-92.8577105,950,0.50,0.95,42
Morgan CountyOH,Morgan County,OH,39.6521907,-81.8224362,950,0.50,0.95,42
Morgan CountyTN,Morgan County,TN,36.1004285,-84.6479124,950,0.50,0.95,42
Morgan CountyUT,Morgan County,UT,41.0576176,-111.6183755,950,0.50,0.95,42
Morgan CountyWV,Morgan County,WV,39.5073361,-78.2476146,950,0.50,0.95,42
Morovis MunicipioPR,Morovis Municipio,PR,18.3258232,-66.4064361,950,0.50,0.95,42
Morrill CountyNE,Morrill County,NE,41.6552418,-102.989615,950,0.50,0.95,42
Morris CountyKS,Morris County,KS,38.7144832,-96.663812,950,0.50,0.95,42
Morris CountyNJ,Morris County,NJ,40.8336038,-74.5463282,950,0.50,0.95,42
Morris CountyTX,Morris County,TX,33.122847,-94.7691586,950,0.50,0.95,42
Morrison CountyMN,Morrison County,MN,45.9846475,-94.052545,950,0.50,0.95,42
Morrow CountyOH,Morrow County,OH,40.4930367,-82.820974,950,0.50,0.95,42
Morrow CountyOR,Morrow County,OR,45.4514124,-119.6243921,950,0.50,0.95,42
Morton CountyKS,Morton County,KS,37.1333387,-101.7979613,950,0.50,0.95,42
Morton CountyND,Morton County,ND,46.6683872,-101.1621736,950,0.50,0.95,42
Motley CountyTX,Motley County,TX,34.1280332,-100.7097867,950,0.50,0.95,42
Moultrie CountyIL,Moultrie County,IL,39.6020543,-88.5951751,950,0.50,0.95,42
Mountrail CountyND,Mountrail County,ND,48.2169859,-102.326433,950,0.50,0.95,42
Mower CountyMN,Mower County,MN,43.6824988,-92.6983868,950,0.50,0.95,42
MP,0,MP,,,950,0.50,0.95,42
Muhlenberg CountyKY,Muhlenberg County,KY,37.1772501,-87.1422895,950,0.50,0.95,42
Multnomah CountyOR,Multnomah County,OR,45.5145659,-122.5863212,950,0.50,0.95,42
Municipality of AnchorageAK,Municipality of Anchorage,AK,61.2175758,-149.8996785,950,0.50,0.95,42
Murray CountyGA,Murray County,GA,34.7928029,-84.7315563,950,0.50,0.95,42
Murray CountyMN,Murray County,MN,44.0243398,-95.8142885,950,0.50,0.95,42
Murray CountyOK,Murray County,OK,34.4383273,-97.0498442,950,0.50,0.95,42
Muscatine CountyIA,Muscatine County,IA,41.5156913,-91.135302,950,0.50,0.95,42
Muscogee CountyGA,Muscogee County,GA,32.4794133,-84.8984775,950,0.50,0.95,42
Muskegon CountyMI,Muskegon County,MI,43.2831969,-86.7416374,950,0.50,0.95,42
Muskingum CountyOH,Muskingum County,OH,39.9478393,-81.9534815,950,0.50,0.95,42
Muskogee CountyOK,Muskogee County,OK,35.7111198,-95.3102505,950,0.50,0.95,42
Musselshell CountyMT,Musselshell County,MT,46.4218783,-108.4064758,950,0.50,0.95,42
Nacogdoches CountyTX,Nacogdoches County,TX,31.6353071,-94.645035,950,0.50,0.95,42
Naguabo MunicipioPR,Naguabo Municipio,PR,18.2141156,-65.7382758,950,0.50,0.95,42
Nance CountyNE,Nance County,NE,41.3995947,-98.0465185,950,0.50,0.95,42
Nantucket CountyMA,Nantucket County,MA,41.2853251,-70.0988002,950,0.50,0.95,42
Napa CountyCA,Napa County,CA,38.5024689,-122.2653887,950,0.50,0.95,42
Naranjito MunicipioPR,Naranjito Municipio,PR,18.302174,-66.2519206,950,0.50,0.95,42
Nash CountyNC,Nash County,NC,35.9597948,-77.973865,950,0.50,0.95,42
Nassau CountyFL,Nassau County,FL,30.5927334,-81.8224362,950,0.50,0.95,42
Nassau CountyNY,Nassau County,NY,40.6546145,-73.5594128,950,0.50,0.95,42
Natchitoches ParishLA,Natchitoches Parish,LA,31.6801229,-93.1779659,950,0.50,0.95,42
Natrona CountyWY,Natrona County,WY,42.8313837,-106.912251,950,0.50,0.95,42
Navajo CountyAZ,Navajo County,AZ,35.4019765,-110.1402594,950,0.50,0.95,42
Navarro CountyTX,Navarro County,TX,32.0991878,-96.4929797,950,0.50,0.95,42
Nelson CountyKY,Nelson County,KY,37.7647455,-85.4788065,950,0.50,0.95,42
Nelson CountyND,Nelson County,ND,47.9519514,-98.1259898,950,0.50,0.95,42
Nelson CountyVA,Nelson County,VA,37.7478599,-78.8835548,950,0.50,0.95,42
Nemaha CountyKS,Nemaha County,KS,39.7451077,-95.9832577,950,0.50,0.95,42
Nemaha CountyNE,Nemaha County,NE,40.4074745,-95.8142885,950,0.50,0.95,42
Neosho CountyKS,Neosho County,KS,37.6045688,-95.3102505,950,0.50,0.95,42
Neshoba CountyMS,Neshoba County,MS,32.8057157,-89.1705998,950,0.50,0.95,42
Ness CountyKS,Ness County,KS,38.4769509,-99.9912254,950,0.50,0.95,42
Nevada CountyAR,Nevada County,AR,33.6621386,-93.3388917,950,0.50,0.95,42
Nevada CountyCA,Nevada County,CA,39.1346666,-121.1710389,950,0.50,0.95,42
New Castle CountyDE,New Castle County,DE,39.5392979,-75.667356,950,0.50,0.95,42
New Hanover CountyNC,New Hanover County,NC,34.2154913,-77.8824596,950,0.50,0.95,42
New Haven CountyCT,New Haven County,CT,41.3266911,-72.8042797,950,0.50,0.95,42
